event,date,label,image
http://www.wikidata.org/entity/Q5607565,1934-09-22T00:00:00Z,Gresford disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Gresford%20Heath%20-%20geograph.org.uk%20-%20332449.jpg
http://www.wikidata.org/entity/Q14814571,1982-07-23T00:00:00Z,Twilight Zone tragedy,http://commons.wikimedia.org/wiki/Special:FilePath/Twilight%20zone%20Helicopterwreck.jpg
http://www.wikidata.org/entity/Q924917,1901-11-17T00:00:00Z,Dance of the Forty-One,http://commons.wikimedia.org/wiki/Special:FilePath/Posada%2C%20Jos%C3%A9%20Guadalupe%2C%20vi%C3%B1eta%20-%20Los%2041%20maricones%20%281901%29%20p.%201.jpg
http://www.wikidata.org/entity/Q569287,1980-08-02T00:00:00Z,Bologna massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Stragedibologna-2.jpg
http://www.wikidata.org/entity/Q579179,1988-03-16T00:00:00Z,Halabja chemical attack,http://commons.wikimedia.org/wiki/Special:FilePath/Family%20Graves%20for%20Victims%20of%201988%20Chemical%20Attack%20-%20Halabja%20-%20Kurdistan%20-%20Iraq.jpg
http://www.wikidata.org/entity/Q622495,1986-06-22T00:00:00Z,The hand of God,http://commons.wikimedia.org/wiki/Special:FilePath/Maradona%20shilton%20mano%20dios.jpg
http://www.wikidata.org/entity/Q638761,1944-03-24T00:00:00Z,Ardeatine massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Roma-fosseardeatine6.jpg
http://www.wikidata.org/entity/Q695020,1942-01-01T00:00:00Z,massacres of Poles in Volhynia and Podole region,http://commons.wikimedia.org/wiki/Special:FilePath/Lipniki%20massacre.jpg
http://www.wikidata.org/entity/Q710473,1937-01-01T00:00:00Z,Contest to kill 100 people using a sword,http://commons.wikimedia.org/wiki/Special:FilePath/Contest%20To%20Cut%20Down%20100%20People.jpg
http://www.wikidata.org/entity/Q730878,1982-01-01T00:00:00Z,Hama Massacre,http://commons.wikimedia.org/wiki/Special:FilePath/1982HamaMassacre.png
http://www.wikidata.org/entity/Q401654,1912-01-01T00:00:00Z,Villisca Axe Murders,http://commons.wikimedia.org/wiki/Special:FilePath/Double%20bitted%20felling%20axe.jpg
http://www.wikidata.org/entity/Q452575,1923-09-16T00:00:00Z,Amakasu Incident,http://commons.wikimedia.org/wiki/Special:FilePath/Mainichi%20Newspaper%20Article%20on%20Osugi%20and%20Ito%27s%20murder%20%281923%29.jpg
http://www.wikidata.org/entity/Q464048,1980-09-26T00:00:00Z,Oktoberfest terror attack,http://commons.wikimedia.org/wiki/Special:FilePath/Oktoberfest-Denkmal.jpg
http://www.wikidata.org/entity/Q473896,1984-07-18T00:00:00Z,San Ysidro McDonald's massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Mcdonaldsmassacre.jpg
http://www.wikidata.org/entity/Q477332,1945-01-01T00:00:00Z,Metgethen massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Germans%20killed%20by%20Soviet%20army.jpg
http://www.wikidata.org/entity/Q481526,1941-01-01T00:00:00Z,Kamianets-Podilskyi Massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Kamenecpodolsky.png
http://www.wikidata.org/entity/Q537576,1943-09-26T00:00:00Z,Massacre of the Acqui Division,http://commons.wikimedia.org/wiki/Special:FilePath/Argostoli%20mnimeio%20Italon.JPG
http://www.wikidata.org/entity/Q769918,1939-09-09T00:00:00Z,Massacre in Ciepielów,http://commons.wikimedia.org/wiki/Special:FilePath/Polish%20POWs%20shot%20by%20Wehrmacht%201939.jpg
http://www.wikidata.org/entity/Q799299,1965-10-01T00:00:00Z,Crushing The Rebellions of 1965–1966,http://commons.wikimedia.org/wiki/Special:FilePath/Anti%20PKI%20Literature.jpg
http://www.wikidata.org/entity/Q805426,1971-08-11T00:00:00Z,Ballymurphy massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Ballymurphymemorial.jpg
http://www.wikidata.org/entity/Q821049,1939-12-27T00:00:00Z,Wawer massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Egzekucja%20w%20Wawrze.jpg
http://www.wikidata.org/entity/Q836897,1944-06-10T00:00:00Z,massacre of Oradour-sur-Glane,http://commons.wikimedia.org/wiki/Special:FilePath/Oradour-sur-Glane-Streets-1290.jpg
http://www.wikidata.org/entity/Q27925486,1924-01-01T00:00:00Z,Lava Lake murders,http://commons.wikimedia.org/wiki/Special:FilePath/Lava%20Lake%20Murders%20bodies.jpg
http://www.wikidata.org/entity/Q56328869,1943-05-18T00:00:00Z,Szarajówka massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Szaraj%C3%B3wka%20massacre%20%28aftermath%29%2002.jpg
http://www.wikidata.org/entity/Q56685959,1943-01-01T00:00:00Z,Transport and murder of Białystok children,http://commons.wikimedia.org/wiki/Special:FilePath/Bia%C5%82ystok%20children%20by%20Otto%20Ungar.jpg
http://www.wikidata.org/entity/Q7105514,1920-01-01T00:00:00Z,Osage Indian murders,http://commons.wikimedia.org/wiki/Special:FilePath/Osage%20murders%209.jpg
http://www.wikidata.org/entity/Q8079835,1949-12-11T00:00:00Z,Číhošť miracle,http://commons.wikimedia.org/wiki/Special:FilePath/Kostel%20Nanebevzet%C3%AD%20Panny%20Marie%20v%20%C4%8C%C3%ADho%C5%A1ti.jpg
http://www.wikidata.org/entity/Q5134383,1959-02-03T00:00:00Z,Pan Am Flight 115,http://commons.wikimedia.org/wiki/Special:FilePath/Pan%20Am%20Boeing%20707-100%20at%20JFK%201961%20Proctor.jpg
http://www.wikidata.org/entity/Q370555,1983-07-23T00:00:00Z,Gimli Glider,http://commons.wikimedia.org/wiki/Special:FilePath/Gimli%20Glider.jpg
http://www.wikidata.org/entity/Q435605,1982-06-24T00:00:00Z,British Airways Flight 009,http://commons.wikimedia.org/wiki/Special:FilePath/747-ba9.png
http://www.wikidata.org/entity/Q2891775,1986-11-17T00:00:00Z,Japan Air Lines flight 1628 incident,http://commons.wikimedia.org/wiki/Special:FilePath/Terauchi-moederskip%20van%2017%20November%201986%2C%20b.jpg
http://www.wikidata.org/entity/Q3882218,1991-09-07T00:00:00Z,murder of Tupac Shakur,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20Vegas%2C%20Platinum%20Hotel%2001.jpg
http://www.wikidata.org/entity/Q3882218,1996-09-13T00:00:00Z,murder of Tupac Shakur,http://commons.wikimedia.org/wiki/Special:FilePath/Las%20Vegas%2C%20Platinum%20Hotel%2001.jpg
http://www.wikidata.org/entity/Q384291,1966-10-21T00:00:00Z,Aberfan disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Aberfan%20spoil%20heaps%20post%20disaster.tif
http://www.wikidata.org/entity/Q524737,1975-05-15T00:00:00Z,Mayaguez incident,http://commons.wikimedia.org/wiki/Special:FilePath/Mayag%C3%BCezIncident1.jpg
http://www.wikidata.org/entity/Q697659,1936-03-07T00:00:00Z,Remilitarization of the Rhineland,http://commons.wikimedia.org/wiki/Special:FilePath/Rhineland%20Versailles%20treaty%20English.png
http://www.wikidata.org/entity/Q244926,1932-05-15T00:00:00Z,May 15 Incident,http://commons.wikimedia.org/wiki/Special:FilePath/Tsuyoshi%20Inukai%20May%2015%20Incident%20Asahi%20Shimbun.png
http://www.wikidata.org/entity/Q1153159,1996-03-13T00:00:00Z,Dunblane school massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Dunblane%20Primary%20School%20-%20geograph.org.uk%20-%20190900.jpg
http://www.wikidata.org/entity/Q1201832,1995-06-19T00:00:00Z,Budyonnovsk hospital hostage crisis,http://commons.wikimedia.org/wiki/Special:FilePath/Shamil%20Basaev.jpg
http://www.wikidata.org/entity/Q1250976,1978-07-11T00:00:00Z,Los Alfaques disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Los%20Alfaques%20Gedenken.jpg
http://www.wikidata.org/entity/Q1356047,1918-07-16T00:00:00Z,execution of the Romanov family,http://commons.wikimedia.org/wiki/Special:FilePath/Ipatyev%20house%20basement.jpg
http://www.wikidata.org/entity/Q1376434,1946-01-01T00:00:00Z,Corfu Channel incident,http://commons.wikimedia.org/wiki/Special:FilePath/GY%20mine%20Corfu%20Channel%201946%20IWM%20A%2031242.jpg
http://www.wikidata.org/entity/Q1550228,1906-03-10T00:00:00Z,Courrières mine disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Courri%C3%A8res%201906%20LeJ.jpg
http://www.wikidata.org/entity/Q1783157,1994-02-25T00:00:00Z,Cave of the Patriarchs massacre,http://commons.wikimedia.org/wiki/Special:FilePath/PalFest%202010%20Day%205-%20al%20Khalil%20-%20Hebron%20%284586074465%29.jpg
http://www.wikidata.org/entity/Q1870498,1998-04-25T00:00:00Z,Doñana disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Aznalc%C3%B3llar%20mine%202.jpg
http://www.wikidata.org/entity/Q1899132,1978-09-08T00:00:00Z,Black Friday,http://commons.wikimedia.org/wiki/Special:FilePath/JalehSquare2.jpg
http://www.wikidata.org/entity/Q2428599,1934-10-09T00:00:00Z,assassination in Marseilles,http://commons.wikimedia.org/wiki/Special:FilePath/Atentat%20u%20Marseju.jpg
http://www.wikidata.org/entity/Q2608162,1995-11-04T00:00:00Z,assassination of Yitzhak Rabin,http://commons.wikimedia.org/wiki/Special:FilePath/Channel2%20-%20Yitzhak%20Rabin.webm%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q2866969,1914-07-31T00:00:00Z,Assassination of Jean Jaurès,http://commons.wikimedia.org/wiki/Special:FilePath/Assassinat%20de%20Jaur%C3%A8s%20%28Le%20Matin%29.jpg
http://www.wikidata.org/entity/Q3284177,1986-02-28T00:00:00Z,assassination of Olof Palme,http://commons.wikimedia.org/wiki/Special:FilePath/Olof%20Palme%20statsminister%2C%20tidigt%2070-tal.jpg
http://www.wikidata.org/entity/Q3284177,1986-02-28T00:00:00Z,assassination of Olof Palme,http://commons.wikimedia.org/wiki/Special:FilePath/Palme%20Trauer%201986.jpg
http://www.wikidata.org/entity/Q3284177,1986-02-28T00:00:00Z,assassination of Olof Palme,http://commons.wikimedia.org/wiki/Special:FilePath/Place%20of%20murder%20of%20Olof%20Palme.jpg
http://www.wikidata.org/entity/Q192050,1914-06-28T00:00:00Z,assassination of Archduke Franz Ferdinand,http://commons.wikimedia.org/wiki/Special:FilePath/DC-1914-27-d-Sarajevo-cropped.jpg
http://www.wikidata.org/entity/Q193484,1963-11-22T00:00:00Z,assassination of John F. Kennedy,http://commons.wikimedia.org/wiki/Special:FilePath/JFK%20limousine.png
http://www.wikidata.org/entity/Q967844,1999-09-01T00:00:00Z,1999 Russian apartment bombings,http://commons.wikimedia.org/wiki/Special:FilePath/RIAN%20archive%20140276%20Removing%20rubble%20at%20site%20of%20damaged%20apartment%20house%20on%20Kashira%20Highway.jpg
http://www.wikidata.org/entity/Q1090177,1927-05-18T00:00:00Z,Bath School disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Bath%20School%20disaster%20showing%20front%20of%20school.png
http://www.wikidata.org/entity/Q1126268,1948-04-09T00:00:00Z,Deir Yassin massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Kfar%20Shaul%20cropped%281%29.jpg
http://www.wikidata.org/entity/Q1129089,1919-01-15T00:00:00Z,Great Molasses Flood,http://commons.wikimedia.org/wiki/Special:FilePath/BostonMolassesDisaster.jpg
http://www.wikidata.org/entity/Q29514943,1993-04-11T00:00:00Z,Assassination of Guillem Agulló i Salvador,http://commons.wikimedia.org/wiki/Special:FilePath/Cartell%20Arran%20-%20Guillem%20Agull%C3%B3%2022%20anys%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q100785585,1977-10-06T00:00:00Z,Murder of Miquel Grau,http://commons.wikimedia.org/wiki/Special:FilePath/Miquel%20Grau%20%28foto-carnet%29.png
http://www.wikidata.org/entity/Q108196142,1904-06-16T00:00:00Z,assassination of Nikolay Bobrikov,http://commons.wikimedia.org/wiki/Special:FilePath/Schauman%20shoots%20Bobrikov.jpg
http://www.wikidata.org/entity/Q4065201,1939-06-14T00:00:00Z,Tientsin incident,http://commons.wikimedia.org/wiki/Special:FilePath/Tientsin.%201939%20Japanese%20blockade.jpg
http://www.wikidata.org/entity/Q16996084,1909-01-01T00:00:00Z,Hudson-Fulton Celebration,http://commons.wikimedia.org/wiki/Special:FilePath/Hudson%20fulton.jpg
http://www.wikidata.org/entity/Q3347903,1984-10-31T00:00:00Z,assassination of Indira Gandhi,http://commons.wikimedia.org/wiki/Special:FilePath/Indira%20Gandhi%20-%20The%20location%20where%20Indira%20Gandhi%20was%20shot.jpg
http://www.wikidata.org/entity/Q3882201,1978-03-18T00:00:00Z,Murder of Fausto Tinelli and Lorenzo Iannucci,http://commons.wikimedia.org/wiki/Special:FilePath/Targa%20commemorativa%20Fausto%20Tinelli%20e%20Iaio%20Jannucci.jpg
http://www.wikidata.org/entity/Q4808518,1931-08-09T00:00:00Z,assassination of Paul Anlauf and Franz Lenck,http://commons.wikimedia.org/wiki/Special:FilePath/Rotmord%20-%20Fahndungsplakat%20der%20Berliner%20Polizei%20%281933%29.jpg
http://www.wikidata.org/entity/Q4992248,1973-12-20T00:00:00Z,Assassination of Luis Carrero Blanco,http://commons.wikimedia.org/wiki/Special:FilePath/Placa%20Carrero%20Blanco.jpg
http://www.wikidata.org/entity/Q10858954,1965-02-21T00:00:00Z,assassination of Malcolm X,http://commons.wikimedia.org/wiki/Special:FilePath/Malcolm%20X%20bullet%20holes2.jpg
http://www.wikidata.org/entity/Q1975720,1999-10-27T00:00:00Z,1999 Armenian parliament shooting,http://commons.wikimedia.org/wiki/Special:FilePath/ArmenianStamps-175a.jpg
http://www.wikidata.org/entity/Q699461,1928-06-04T00:00:00Z,Huanggutun Incident,http://commons.wikimedia.org/wiki/Special:FilePath/Huanggutun%20Incident.jpg
http://www.wikidata.org/entity/Q1187550,1968-06-05T00:00:00Z,assassination of Robert F. Kennedy,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20F%20Kennedy%20crop.jpg
http://www.wikidata.org/entity/Q1356047,1918-07-16T00:00:00Z,execution of the Romanov family,http://commons.wikimedia.org/wiki/Special:FilePath/Ipatyev%20house%20basement.jpg
http://www.wikidata.org/entity/Q2869951,1988-07-11T00:00:00Z,City of Poros ship attack,http://commons.wikimedia.org/wiki/Special:FilePath/%22City%20of%20Poros%22%20-%201988.jpg
http://www.wikidata.org/entity/Q2909804,1954-03-17T00:00:00Z,Ma'ale Akrabim massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Maale%20Akrabim%20Massacre.jpg
http://www.wikidata.org/entity/Q2945772,1981-04-01T00:00:00Z,Keddie Murders,http://commons.wikimedia.org/wiki/Special:FilePath/Keddie%20Cabin%2028.jpg
http://www.wikidata.org/entity/Q2945772,1981-04-01T00:00:00Z,Keddie Murders,http://commons.wikimedia.org/wiki/Special:FilePath/Keddie%20crime%20scene%20-%20cabin%20interior.jpg
http://www.wikidata.org/entity/Q3118719,1976-03-03T00:00:00Z,Vitoria massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Vitoria%20-%20San%20Francisco%20de%20Asis01.JPG
http://www.wikidata.org/entity/Q3181920,1936-08-14T00:00:00Z,massacre of Badajoz,http://commons.wikimedia.org/wiki/Special:FilePath/Badajoz%20desde%20la%20Torre%20de%20Espantaperros.jpg
http://www.wikidata.org/entity/Q3297473,1944-08-12T00:00:00Z,Sant'Anna di Stazzema massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Immagine%20%288%29%20Carta%20dei%20luoghi%20ove%20avvennero%20le%20stragi%20nazifasciste%20il%2012%20agosto%201944%20a%20Sant%27Anna%20di%20Stazzema.jpg
http://www.wikidata.org/entity/Q3718406,1944-08-23T00:00:00Z,Padule di Fucecchio massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20Buggianese%20-%20Memoriale%20Eccidio%20Padule%20di%20Fucecchio.jpg
http://www.wikidata.org/entity/Q4135498,1991-10-16T00:00:00Z,Luby's massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Lubys%20memorial%20killeen.jpg
http://www.wikidata.org/entity/Q5614677,1941-04-28T00:00:00Z,Gudovac massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Gudovac%20massacre.jpg
http://www.wikidata.org/entity/Q1804414,1994-04-05T00:00:00Z,Aarhus University shooting,http://commons.wikimedia.org/wiki/Special:FilePath/Aarhus%20Universitets%20hovedbygning%20set%20fra%20parken.jpg
http://www.wikidata.org/entity/Q6423570,1959-01-22T00:00:00Z,Knox Mine disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Knox%20Mine%20Flood%20area%20from%20USMSHA%20report.gif
http://www.wikidata.org/entity/Q6868827,1918-01-12T00:00:00Z,Minnie Pit Disaster,http://commons.wikimedia.org/wiki/Special:FilePath/P67minniepit.jpg
http://www.wikidata.org/entity/Q6961386,1993-05-09T00:00:00Z,Nambija mine disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Zamora-Chinchipe%20in%20Ecuador%20%28%2BGalapagos%29.svg
http://www.wikidata.org/entity/Q9388637,1939-01-01T00:00:00Z,Massacre in the Szpęgawski Forest,http://commons.wikimedia.org/wiki/Special:FilePath/Szpegawsk%20monument.jpg
http://www.wikidata.org/entity/Q9388637,1940-01-01T00:00:00Z,Massacre in the Szpęgawski Forest,http://commons.wikimedia.org/wiki/Special:FilePath/Szpegawsk%20monument.jpg
http://www.wikidata.org/entity/Q9388741,1943-08-30T00:00:00Z,Gaj massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Ekshumacja%20w%20Gaju.JPG
http://www.wikidata.org/entity/Q10869046,2000-12-30T00:00:00Z,Setagaya family murders,http://commons.wikimedia.org/wiki/Special:FilePath/%E7%A5%96%E5%B8%AB%E8%B0%B7%E5%85%AC%E5%9C%92%20%E4%B8%96%E7%94%B0%E8%B0%B7%E4%B8%80%E5%AE%B6%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6%E7%8F%BE%E5%A0%B4%20-%20Panoramio%2063788090.jpg
http://www.wikidata.org/entity/Q16874544,1956-08-08T00:00:00Z,Marcinelle disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Mijnramp%20Bois%20du%20Caizier%20%2C%20Marcinelle%20Belgie%20Redders%20met%20zuurstofapparaten%2C%20Bestanddeelnr%20907-9412.jpg
http://www.wikidata.org/entity/Q16894727,1928-05-19T00:00:00Z,Mather Mine disaster,http://commons.wikimedia.org/wiki/Special:FilePath/Mather%20mine%20by%20Howard%20Fogg.jpg
http://www.wikidata.org/entity/Q664925,1997-01-01T00:00:00Z,Kobe child murders,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%81%93%E7%A5%96%E7%A5%9E%E3%81%8C%E7%A5%80%E3%82%89%E3%82%8C%E3%81%9F%E3%82%BF%E3%83%B3%E3%82%AF%E5%B1%B1%E3%81%AB%E5%8F%82%E6%8B%9D%E3%81%99%E3%82%8B%E5%9C%B0%E5%85%83%E3%81%AE%E8%80%81%E5%A9%86.jpg
http://www.wikidata.org/entity/Q1153159,1996-03-13T00:00:00Z,Dunblane school massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Dunblane%20Primary%20School%20-%20geograph.org.uk%20-%20190900.jpg
http://www.wikidata.org/entity/Q1187550,1968-06-05T00:00:00Z,assassination of Robert F. Kennedy,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20F%20Kennedy%20crop.jpg
http://www.wikidata.org/entity/Q1356047,1918-07-16T00:00:00Z,execution of the Romanov family,http://commons.wikimedia.org/wiki/Special:FilePath/Ipatyev%20house%20basement.jpg
http://www.wikidata.org/entity/Q2866985,1901-09-06T00:00:00Z,assassination of William McKinley,http://commons.wikimedia.org/wiki/Special:FilePath/McKinleyAssassination.jpg
http://www.wikidata.org/entity/Q4135498,1991-10-16T00:00:00Z,Luby's massacre,http://commons.wikimedia.org/wiki/Special:FilePath/Lubys%20memorial%20killeen.jpg
http://www.wikidata.org/entity/Q4468587,1934-12-01T00:00:00Z,assassination of Sergei Kirov,http://commons.wikimedia.org/wiki/Special:FilePath/Kirov%20funeral.jpg
http://www.wikidata.org/entity/Q4808502,1983-08-21T00:00:00Z,"assassination of Benigno Aquino, Jr.",http://commons.wikimedia.org/wiki/Special:FilePath/Ninoy%20Aquino%202.jpg
http://www.wikidata.org/entity/Q4992248,1973-12-20T00:00:00Z,Assassination of Luis Carrero Blanco,http://commons.wikimedia.org/wiki/Special:FilePath/Placa%20Carrero%20Blanco.jpg
http://www.wikidata.org/entity/Q9385537,1934-06-15T00:00:00Z,assassination of Bronisław Pieracki,http://commons.wikimedia.org/wiki/Special:FilePath/Pieracki%27s%20body.jpg
http://www.wikidata.org/entity/Q10858950,1942-05-27T00:00:00Z,Reinhard Heydrich assassination,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20146-1972-039-44%2C%20Heydrich-Attentat.jpg
http://www.wikidata.org/entity/Q11256383,1960-10-12T00:00:00Z,assassination of Inejiro Asanuma,http://commons.wikimedia.org/wiki/Special:FilePath/Assassination%20of%20Inejiro%20Asanuma%2001.jpg
http://www.wikidata.org/entity/Q543043,1942-02-16T00:00:00Z,Attack on Aruba,http://commons.wikimedia.org/wiki/Special:FilePath/Aruba%20map.png
http://www.wikidata.org/entity/Q65042520,2000-08-01T00:00:00Z,assassination of Ivan Stambolić,http://commons.wikimedia.org/wiki/Special:FilePath/Stevan%20Kragujevic%2C%20Ivan%20Stambolic%2C%20maj%201986.JPG
http://www.wikidata.org/entity/Q105987834,1921-03-15T00:00:00Z,Assassination of Talat Pasha,http://commons.wikimedia.org/wiki/Special:FilePath/Trial%20of%20Talat%20Pasha.jpg
http://www.wikidata.org/entity/Q108196142,1904-06-16T00:00:00Z,assassination of Nikolay Bobrikov,http://commons.wikimedia.org/wiki/Special:FilePath/Schauman%20shoots%20Bobrikov.jpg
http://www.wikidata.org/entity/Q173034,1942-06-07T00:00:00Z,Battle of Midway,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20view%20of%20Midway%20Atoll%20on%2024%20November%201941%20%2880-G-451086%29.jpg
http://www.wikidata.org/entity/Q175767,1988-03-14T00:00:00Z,Johnson South Reef Skirmish,http://commons.wikimedia.org/wiki/Special:FilePath/Union%20Banks%20en.svg
http://www.wikidata.org/entity/Q207165,1942-05-08T00:00:00Z,Battle of the Coral Sea,http://commons.wikimedia.org/wiki/Special:FilePath/A%20heavy%20explosion%20on%20board%20USS%20Lexington%20%28CV-2%29%20blows%20an%20aircraft%20over%20her%20side%2C%208%20May%201942%20%2880-G-7413%29.jpg
http://www.wikidata.org/entity/Q80264,1942-02-04T00:00:00Z,Battle of Makassar Strait,http://commons.wikimedia.org/wiki/Special:FilePath/Bomb%20damage%20to%20USS%20Marblehead%20%28CL-12%29%20following%20the%20Battle%20of%20Makassar%20Strait%2C%20February%201942%20%2880-G-237439%29.jpg
http://www.wikidata.org/entity/Q156554,1916-06-01T00:00:00Z,Battle of Jutland,http://commons.wikimedia.org/wiki/Special:FilePath/Map%20of%20the%20Battle%20of%20Jutland%2C%201916.svg
http://www.wikidata.org/entity/Q160011,1914-12-08T00:00:00Z,Battle of the Falkland Islands,http://commons.wikimedia.org/wiki/Special:FilePath/Battle%20of%20the%20Falkland%20Islands%2C%201914.jpg
http://www.wikidata.org/entity/Q243709,1942-03-22T00:00:00Z,Second Battle of Sirte,http://commons.wikimedia.org/wiki/Special:FilePath/HMS%20Cleopatra%20smoke.jpg
http://www.wikidata.org/entity/Q263142,1942-02-27T00:00:00Z,Battle of the Java Sea,http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20cruiser%20Haguro.jpg
http://www.wikidata.org/entity/Q263245,1916-04-24T00:00:00Z,bombardment of Yarmouth and Lowestoft,http://commons.wikimedia.org/wiki/Special:FilePath/North%20Sea%20map-en.png
http://www.wikidata.org/entity/Q289102,1950-06-26T00:00:00Z,Battle of Korea Strait,http://commons.wikimedia.org/wiki/Special:FilePath/Pak%20Tu%20San%20%28PC-701%29.jpg
http://www.wikidata.org/entity/Q4871836,1915-03-14T00:00:00Z,Battle of Más a Tierra,http://commons.wikimedia.org/wiki/Special:FilePath/SMS%20Dresden%20before%20scuttling.jpg
http://www.wikidata.org/entity/Q4872106,1911-09-30T00:00:00Z,Battle of Preveza,http://commons.wikimedia.org/wiki/Special:FilePath/Preveza%20Map%202.png
http://www.wikidata.org/entity/Q4873065,1942-01-27T00:00:00Z,Battle off Endau,http://commons.wikimedia.org/wiki/Special:FilePath/HMAS%20Vampire%20%28AWM%20012563%29.jpg
http://www.wikidata.org/entity/Q7130016,1940-06-20T00:00:00Z,The Psilander Affair,http://commons.wikimedia.org/wiki/Special:FilePath/Italienjagarna.jpg
http://www.wikidata.org/entity/Q11153274,1918-08-16T00:00:00Z,Battle of Lake Baikal,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9B%D0%B5%D0%B4%D0%BE%D0%BA%D0%BE%D0%BB%20%D0%91%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB.jpg
http://www.wikidata.org/entity/Q11481675,1904-06-15T00:00:00Z,Hitachi Maru Incident,http://commons.wikimedia.org/wiki/Special:FilePath/HitachiMaru1898.JPG
http://www.wikidata.org/entity/Q379433,1945-04-07T00:00:00Z,Operation Ten-Go,http://commons.wikimedia.org/wiki/Special:FilePath/Explosion%20of%20the%20Japanese%20battleship%20Yamato%2C%20on%207%20April%201945%20%28NH%2062582%29.jpg
http://www.wikidata.org/entity/Q470571,1940-02-19T00:00:00Z,Operation Wikinger,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20DVM%2010%20Bild-23-63-25%2C%20Zerst%C3%B6rer%20%22Richard%20Beitzen%22.jpg
http://www.wikidata.org/entity/Q482402,1964-08-02T00:00:00Z,Gulf of Tonkin incident,http://commons.wikimedia.org/wiki/Special:FilePath/USS%20Maddox%20%28DD-731%29%20underway%20at%20sea%2C%20circa%20the%20early%201960s%20%28NH%2097900%29.jpg
http://www.wikidata.org/entity/Q495739,1976-08-18T00:00:00Z,Korean axe murder incident,http://commons.wikimedia.org/wiki/Special:FilePath/DMZ%20incident%20tree.jpg
http://www.wikidata.org/entity/Q515168,1943-08-18T00:00:00Z,Battle off Horaniu,http://commons.wikimedia.org/wiki/Special:FilePath/USS%20O%27Bannon%20%28DD-450%29%2C%20USS%20Chevalier%20%28DD-451%29%20and%20USS%20Taylor%20%28DD-468%29%20underway%20on%2015%20August%201943%20%2880-G-58803%29.jpg
http://www.wikidata.org/entity/Q673271,1918-03-01T00:00:00Z,Ice Cruise of the Baltic Fleet,http://commons.wikimedia.org/wiki/Special:FilePath/Ledovyy-pokhod-2-3.jpg
http://www.wikidata.org/entity/Q699411,1942-12-31T00:00:00Z,Battle of the Barents Sea,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20146-1973-077-63%2C%20Panzerschiff%20%22L%C3%BCtzow%22.jpg
http://www.wikidata.org/entity/Q544090,1941-03-29T00:00:00Z,Battle of Cape Matapan,http://commons.wikimedia.org/wiki/Special:FilePath/Veneto%20guns%20at%20Gaudos.PNG
http://www.wikidata.org/entity/Q548819,1943-03-27T00:00:00Z,Battle of the Komandorski Islands,http://commons.wikimedia.org/wiki/Special:FilePath/USS%20Salt%20Lake%20City%20%28CA-25%29%20in%20action%20during%20the%20Battle%20of%20the%20Komandorski%20Islands%20on%2026%20March%201943%20%2880-G-73827%29.jpg
http://www.wikidata.org/entity/Q552392,1945-05-16T00:00:00Z,Battle of the Malacca Strait,http://commons.wikimedia.org/wiki/Special:FilePath/Haguro1936.jpg
